# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403636626.163555383682251,0.00213,0.00007,0.00027,0.00019,0.00000,0.00108,0.00375
1403636626.213555574417114,0.00243,0.00008,0.00022,0.00012,0.00120,0.00113,0.00519
1403636626.263555526733398,0.00272,0.00008,0.00025,0.00025,0.00000,0.00110,0.00442
1403636626.313555479049683,0.00294,0.00009,0.00036,0.00021,0.00038,0.00114,0.00512
1403636626.363555431365967,0.00209,0.00008,0.00016,0.00034,0.00219,0.00114,0.00600
1403636626.413555383682251,0.00268,0.00010,0.00003,0.00051,0.00101,0.00124,0.00556
1403636626.463555574417114,0.00221,0.00010,0.00005,0.00053,0.00263,0.00112,0.00665
1403636626.513555526733398,0.00193,0.00009,0.00035,0.00025,0.00310,0.00107,0.00679
1403636626.563555479049683,0.00233,0.00009,0.00015,0.00022,0.00033,0.00113,0.00426
1403636626.613555431365967,0.00189,0.00009,0.00021,0.00009,0.00067,0.00112,0.00408
1403636626.663555383682251,0.00204,0.00009,0.00012,0.00009,0.00032,0.00111,0.00377
1403636626.713555574417114,0.00227,0.00010,0.00008,0.00011,0.00002,0.00114,0.00372
1403636626.763555526733398,0.00215,0.00010,0.00002,0.00011,0.00050,0.00118,0.00406
1403636626.813555479049683,0.00222,0.00010,0.00002,0.00007,0.00054,0.00120,0.00415
1403636626.863555431365967,0.00230,0.00010,0.00001,0.00011,0.00000,0.00120,0.00373
1403636626.913555383682251,0.00225,0.00010,0.00008,0.00004,0.00028,0.00118,0.00393
1403636626.963555574417114,0.00226,0.00009,0.00014,0.00004,0.00077,0.00137,0.00467
1403636627.013555526733398,0.00190,0.00009,0.00013,0.00006,0.00019,0.00118,0.00354
1403636627.063555479049683,0.00186,0.00007,0.00001,0.00010,0.00022,0.00112,0.00339
1403636627.113555431365967,0.00220,0.00009,0.00009,0.00008,0.00117,0.00140,0.00503
1403636627.163555383682251,0.00199,0.00009,0.00001,0.00009,0.00070,0.00117,0.00405
1403636627.213555574417114,0.00201,0.00010,0.00002,0.00011,0.00085,0.00225,0.00534
1403636627.263555526733398,0.00231,0.00008,0.00002,0.00015,0.00087,0.00132,0.00476
1403636627.313555479049683,0.00221,0.00008,0.00001,0.00019,0.00006,0.00178,0.00434
1403636627.363555431365967,0.00244,0.00009,0.00005,0.00017,0.00040,0.00134,0.00449
1403636627.413555383682251,0.00228,0.00011,0.00006,0.00018,0.00063,0.00174,0.00499
1403636627.463555574417114,0.00233,0.00009,0.00008,0.00017,0.00006,0.00113,0.00385
1403636627.513555526733398,0.00232,0.00010,0.00002,0.00018,0.00023,0.00172,0.00458
1403636627.563555479049683,0.00239,0.00010,0.00001,0.00015,0.00119,0.00122,0.00505
1403636627.613555431365967,0.00202,0.00009,0.00002,0.00015,0.00035,0.00176,0.00441
1403636627.663555383682251,0.00229,0.00008,0.00002,0.00024,0.00070,0.00124,0.00456
1403636627.713555574417114,0.00220,0.00009,0.00002,0.00033,0.00230,0.00173,0.00667
1403636627.763555526733398,0.00254,0.00008,0.00006,0.00048,0.00197,0.00123,0.00636
1403636627.813555479049683,0.00381,0.00011,0.00004,0.00056,0.00282,0.00170,0.00902
1403636627.863555431365967,0.00249,0.00009,0.00006,0.00081,0.00269,0.00107,0.00721
1403636627.913555383682251,0.00274,0.00009,0.00015,0.00129,0.00006,0.00162,0.00595
1403636627.963555574417114,0.00405,0.00009,0.00023,0.00123,0.00087,0.00128,0.00776
1403636628.013555526733398,0.00292,0.00008,0.00029,0.00141,0.00110,0.00215,0.00796
1403636628.063555479049683,0.00291,0.00010,0.00027,0.00126,0.00007,0.00114,0.00575
1403636628.113555431365967,0.00274,0.00009,0.00021,0.00118,0.00084,0.00178,0.00685
1403636628.163555383682251,0.00339,0.00010,0.00032,0.00122,0.00234,0.00128,0.00866
1403636628.213555574417114,0.00280,0.00012,0.00028,0.00147,0.00044,0.00179,0.00691
1403636628.263555526733398,0.00312,0.00009,0.00045,0.00135,0.00012,0.00113,0.00626
1403636628.313555479049683,0.00255,0.00010,0.00075,0.00143,0.00119,0.00188,0.00790
1403636628.363555431365967,0.00365,0.00011,0.00150,0.00105,0.00076,0.00117,0.00825
1403636628.413555383682251,0.00259,0.00012,0.00031,0.00107,0.00195,0.00170,0.00774
1403636628.463555574417114,0.00267,0.00013,0.00043,0.00134,0.00265,0.00114,0.00836
1403636628.513555526733398,0.00228,0.00010,0.00049,0.00158,0.00313,0.00161,0.00918
1403636628.563555479049683,0.00275,0.00013,0.00026,0.00189,0.00109,0.00111,0.00723
1403636628.613555431365967,0.00202,0.00011,0.00027,0.00211,0.00000,0.00104,0.00556
1403636628.663555383682251,0.00191,0.00010,0.00008,0.00213,0.00015,0.00108,0.00544
1403636628.713555574417114,0.00204,0.00012,0.00011,0.00233,0.00009,0.00107,0.00577
1403636628.763555526733398,0.00273,0.00012,0.00002,0.00238,0.00012,0.00114,0.00652
1403636628.813555479049683,0.00228,0.00012,0.00037,0.00231,0.00001,0.00111,0.00620
1403636628.863555431365967,0.00211,0.00010,0.00026,0.00177,0.00078,0.00109,0.00611
1403636628.913555383682251,0.00206,0.00010,0.00086,0.00178,0.00028,0.00112,0.00621
1403636628.963555574417114,0.00223,0.00012,0.00106,0.00141,0.00055,0.00121,0.00659
1403636629.013555526733398,0.00205,0.00013,0.00015,0.00102,0.00051,0.00109,0.00495
1403636629.063555479049683,0.00196,0.00010,0.00011,0.00080,0.00216,0.00108,0.00621
1403636629.113555431365967,0.00202,0.00010,0.00021,0.00093,0.00084,0.00107,0.00518
1403636629.163555383682251,0.00207,0.00017,0.00026,0.00072,0.00035,0.00106,0.00462
1403636629.213555574417114,0.00244,0.00009,0.00009,0.00030,0.00009,0.00161,0.00464
1403636629.263555526733398,0.00260,0.00008,0.00021,0.00026,0.00010,0.00112,0.00437
1403636629.313555479049683,0.00265,0.00010,0.00010,0.00016,0.00150,0.00165,0.00616
1403636629.363555431365967,0.00257,0.00009,0.00011,0.00022,0.00000,0.00112,0.00411
1403636629.413555383682251,0.00237,0.00010,0.00008,0.00022,0.00012,0.00174,0.00462
1403636629.463555574417114,0.00248,0.00011,0.00016,0.00012,0.00014,0.00114,0.00415
1403636629.513555526733398,0.00242,0.00010,0.00011,0.00015,0.00066,0.00170,0.00516
1403636629.563555479049683,0.00235,0.00008,0.00008,0.00014,0.00099,0.00109,0.00473
1403636629.613555431365967,0.00284,0.00010,0.00012,0.00020,0.00034,0.00167,0.00526
1403636629.663555383682251,0.00244,0.00010,0.00010,0.00016,0.00025,0.00108,0.00413
1403636629.713555574417114,0.00269,0.00008,0.00011,0.00014,0.00063,0.00164,0.00530
1403636629.763555526733398,0.00349,0.00009,0.00036,0.00013,0.00031,0.00115,0.00553
1403636629.813555479049683,0.00240,0.00010,0.00018,0.00016,0.00022,0.00171,0.00477
1403636629.863555431365967,0.00341,0.00009,0.00010,0.00015,0.00095,0.00123,0.00594
1403636629.913555383682251,0.00229,0.00009,0.00016,0.00012,0.00093,0.00165,0.00524
1403636629.963555574417114,0.00268,0.00010,0.00001,0.00013,0.00000,0.00114,0.00406
1403636630.013555526733398,0.00232,0.00008,0.00026,0.00007,0.00006,0.00170,0.00449
1403636630.063555479049683,0.00291,0.00008,0.00019,0.00005,0.00016,0.00112,0.00450
1403636630.113555431365967,0.00237,0.00009,0.00024,0.00007,0.00059,0.00168,0.00503
1403636630.163555383682251,0.00335,0.00010,0.00036,0.00002,0.00056,0.00115,0.00554
1403636630.213555574417114,0.00300,0.00010,0.00025,0.00005,0.00018,0.00172,0.00530
1403636630.263555526733398,0.00349,0.00009,0.00044,0.00002,0.00042,0.00120,0.00567
1403636630.313555479049683,0.00273,0.00012,0.00056,0.00004,0.00022,0.00169,0.00536
1403636630.363555431365967,0.00327,0.00009,0.00005,0.00002,0.00018,0.00123,0.00484
1403636630.413555383682251,0.00253,0.00008,0.00018,0.00004,0.00046,0.00171,0.00502
1403636630.463555574417114,0.00254,0.00009,0.00014,0.00003,0.00035,0.00125,0.00440
1403636630.513555526733398,0.00247,0.00008,0.00011,0.00002,0.00058,0.00179,0.00505
1403636630.563555479049683,0.00246,0.00008,0.00011,0.00002,0.00000,0.00118,0.00386
1403636630.613555431365967,0.00254,0.00008,0.00028,0.00000,0.00019,0.00184,0.00493
1403636630.663555383682251,0.00224,0.00007,0.00014,0.00004,0.00008,0.00113,0.00370
1403636630.713555574417114,0.00318,0.00008,0.00021,0.00004,0.00053,0.00179,0.00584
1403636630.763555526733398,0.00262,0.00009,0.00014,0.00002,0.00166,0.00123,0.00575
1403636630.813555479049683,0.00267,0.00009,0.00012,0.00009,0.00064,0.00173,0.00534
1403636630.863555431365967,0.00279,0.00008,0.00005,0.00008,0.00073,0.00109,0.00483
1403636630.913555383682251,0.00240,0.00010,0.00008,0.00015,0.00125,0.00170,0.00568
1403636630.963555574417114,0.00275,0.00009,0.00009,0.00022,0.00012,0.00114,0.00441
1403636631.013555526733398,0.00240,0.00009,0.00009,0.00016,0.00042,0.00174,0.00491
1403636631.063555479049683,0.00305,0.00010,0.00006,0.00017,0.00034,0.00114,0.00487
1403636631.113555431365967,0.00246,0.00010,0.00007,0.00017,0.00058,0.00178,0.00516
1403636631.163555383682251,0.00265,0.00008,0.00006,0.00018,0.00008,0.00112,0.00416
1403636631.213555574417114,0.00272,0.00009,0.00015,0.00015,0.00022,0.00169,0.00503
1403636631.263555526733398,0.00251,0.00009,0.00007,0.00017,0.00046,0.00113,0.00445
1403636631.313555479049683,0.00237,0.00009,0.00017,0.00021,0.00032,0.00177,0.00492
1403636631.363555431365967,0.00295,0.00010,0.00008,0.00022,0.00063,0.00116,0.00513
1403636631.413555383682251,0.00242,0.00010,0.00010,0.00023,0.00066,0.00176,0.00526
1403636631.463555574417114,0.00281,0.00012,0.00015,0.00027,0.00124,0.00116,0.00575
1403636631.513555526733398,0.00279,0.00009,0.00001,0.00048,0.00132,0.00178,0.00647
1403636631.563555479049683,0.00258,0.00009,0.00001,0.00065,0.00014,0.00118,0.00466
1403636631.613555431365967,0.00240,0.00010,0.00025,0.00066,0.00148,0.00169,0.00658
1403636631.663555383682251,0.00243,0.00010,0.00001,0.00093,0.00105,0.00110,0.00562
1403636631.713555574417114,0.00221,0.00008,0.00001,0.00118,0.00186,0.00174,0.00708
1403636631.763555526733398,0.00260,0.00013,0.00001,0.00142,0.00121,0.00112,0.00649
1403636631.813555479049683,0.00214,0.00010,0.00001,0.00155,0.00024,0.00111,0.00515
1403636631.863555431365967,0.00199,0.00009,0.00001,0.00154,0.00036,0.00112,0.00512
1403636631.913555383682251,0.00236,0.00011,0.00008,0.00156,0.00448,0.00121,0.00979
1403636631.963555574417114,0.00226,0.00012,0.00006,0.00190,0.00127,0.00111,0.00671
1403636632.013555526733398,0.00198,0.00010,0.00005,0.00200,0.00131,0.00111,0.00655
1403636632.063555479049683,0.00208,0.00011,0.00007,0.00212,0.00010,0.00116,0.00563
1403636632.113555431365967,0.00272,0.00012,0.00006,0.00209,0.00026,0.00142,0.00666
1403636632.163555383682251,0.00302,0.00012,0.00006,0.00204,0.00059,0.00118,0.00702
1403636632.213555574417114,0.00220,0.00011,0.00006,0.00165,0.00024,0.00110,0.00535
1403636632.263555526733398,0.00213,0.00012,0.00001,0.00156,0.00014,0.00113,0.00509
1403636632.313555479049683,0.00244,0.00014,0.00013,0.00170,0.00009,0.00171,0.00621
1403636632.363555431365967,0.00264,0.00012,0.00004,0.00178,0.00017,0.00108,0.00583
1403636632.413555383682251,0.00228,0.00010,0.00001,0.00175,0.00024,0.00165,0.00602
1403636632.463555574417114,0.00257,0.00009,0.00001,0.00170,0.00003,0.00113,0.00554
1403636632.513555526733398,0.00228,0.00009,0.00008,0.00168,0.00018,0.00167,0.00599
1403636632.563555479049683,0.00286,0.00010,0.00001,0.00170,0.00017,0.00117,0.00601
1403636632.613555431365967,0.00274,0.00009,0.00006,0.00156,0.00040,0.00167,0.00653
1403636632.663555383682251,0.00280,0.00010,0.00007,0.00165,0.00487,0.00115,0.01065
1403636632.713555574417114,0.00202,0.00010,0.00017,0.00215,0.00022,0.00106,0.00573
1403636632.763555526733398,0.00213,0.00010,0.00007,0.00223,0.00000,0.00113,0.00567
1403636632.813555479049683,0.00242,0.00011,0.00007,0.00231,0.00083,0.00165,0.00739
1403636632.863555431365967,0.00257,0.00010,0.00010,0.00249,0.00012,0.00107,0.00645
1403636632.913555383682251,0.00306,0.00013,0.00007,0.00248,0.00191,0.00171,0.00936
1403636632.963555574417114,0.00293,0.00012,0.00009,0.00286,0.00014,0.00110,0.00725
1403636633.013555526733398,0.00255,0.00012,0.00007,0.00265,0.00016,0.00171,0.00726
1403636633.063555479049683,0.00275,0.00010,0.00001,0.00390,0.00003,0.00111,0.00791
1403636633.113555431365967,0.00260,0.00013,0.00006,0.00255,0.00078,0.00174,0.00787
1403636633.163555383682251,0.00259,0.00010,0.00126,0.00258,0.00290,0.00109,0.01053
1403636633.213555574417114,0.00249,0.00012,0.00054,0.00327,0.00008,0.00125,0.00774
1403636633.263555526733398,0.00207,0.00011,0.00010,0.00307,0.00006,0.00107,0.00647
1403636633.313555479049683,0.00204,0.00011,0.00004,0.00314,0.00020,0.00111,0.00665
1403636633.363555431365967,0.00222,0.00015,0.00001,0.00319,0.00000,0.00115,0.00673
1403636633.413555383682251,0.00255,0.00013,0.00006,0.00305,0.00026,0.00162,0.00766
1403636633.463555574417114,0.00272,0.00013,0.00263,0.00312,0.00073,0.00110,0.01043
1403636633.513555526733398,0.00185,0.00010,0.00001,0.00317,0.00000,0.00114,0.00627
1403636633.563555479049683,0.00217,0.00011,0.00044,0.00314,0.00009,0.00111,0.00706
1403636633.613555431365967,0.00220,0.00011,0.00004,0.00315,0.00104,0.00107,0.00761
1403636633.663555383682251,0.00187,0.00010,0.00006,0.00314,0.00003,0.00114,0.00635
1403636633.713555574417114,0.00190,0.00012,0.00009,0.00331,0.00011,0.00114,0.00667
1403636633.763555526733398,0.00210,0.00011,0.00138,0.00305,0.00017,0.00122,0.00804
1403636633.813555479049683,0.00224,0.00010,0.00006,0.00318,0.00009,0.00122,0.00690
1403636633.863555431365967,0.00216,0.00012,0.00009,0.00291,0.00007,0.00108,0.00642
1403636633.913555383682251,0.00259,0.00054,0.00012,0.00252,0.00078,0.00175,0.00831
1403636633.963555574417114,0.00297,0.00012,0.00011,0.00254,0.00004,0.00124,0.00702
1403636634.013555526733398,0.00254,0.00012,0.00057,0.00199,0.00026,0.00145,0.00694
1403636634.063555479049683,0.00296,0.00012,0.00179,0.00190,0.00196,0.00120,0.00992
1403636634.113555431365967,0.00226,0.00009,0.00010,0.00221,0.00020,0.00143,0.00628
1403636634.163555383682251,0.00290,0.00011,0.00009,0.00235,0.00053,0.00112,0.00711
1403636634.213555574417114,0.00256,0.00011,0.00013,0.00201,0.00002,0.00139,0.00622
1403636634.263555526733398,0.00301,0.00011,0.00004,0.00191,0.00005,0.00120,0.00633
1403636634.313555479049683,0.00266,0.00013,0.00010,0.00170,0.00022,0.00152,0.00632
1403636634.363555431365967,0.00268,0.00011,0.00048,0.00164,0.00069,0.00104,0.00664
1403636634.413555383682251,0.00255,0.00012,0.00004,0.00178,0.00012,0.00141,0.00603
1403636634.463555574417114,0.00322,0.00009,0.00002,0.00165,0.00400,0.00107,0.01005
1403636634.513555526733398,0.00251,0.00011,0.00032,0.00199,0.00016,0.00137,0.00646
1403636634.563555479049683,0.00303,0.00011,0.00029,0.00198,0.00068,0.00112,0.00721
1403636634.613555431365967,0.00295,0.00009,0.00008,0.00187,0.00029,0.00121,0.00649
1403636634.663555383682251,0.00225,0.00011,0.00022,0.00171,0.00331,0.00111,0.00872
1403636634.713555574417114,0.00232,0.00013,0.00034,0.00210,0.00064,0.00115,0.00667
1403636634.763555526733398,0.00211,0.00012,0.00030,0.00229,0.00066,0.00111,0.00658
1403636634.813555479049683,0.00252,0.00014,0.00011,0.00227,0.00001,0.00111,0.00616
1403636634.863555431365967,0.00197,0.00008,0.00006,0.00220,0.00074,0.00116,0.00621
1403636634.913555383682251,0.00238,0.00010,0.00004,0.00236,0.00021,0.00164,0.00673
1403636634.963555574417114,0.00252,0.00012,0.00003,0.00242,0.00172,0.00117,0.00798
1403636635.013555526733398,0.00259,0.00013,0.00025,0.00249,0.00020,0.00169,0.00736
1403636635.063555479049683,0.00265,0.00009,0.00010,0.00236,0.00015,0.00105,0.00642
1403636635.113555431365967,0.00290,0.00012,0.00037,0.00222,0.00080,0.00168,0.00810
1403636635.163555383682251,0.00316,0.00011,0.00116,0.00228,0.00291,0.00120,0.01082
1403636635.213555574417114,0.00237,0.00011,0.00001,0.00287,0.00054,0.00113,0.00703
1403636635.263555526733398,0.00244,0.00015,0.00006,0.00277,0.00016,0.00110,0.00667
1403636635.313555479049683,0.00238,0.00011,0.00007,0.00243,0.00000,0.00119,0.00617
1403636635.363555431365967,0.00204,0.00010,0.00015,0.00233,0.00021,0.00110,0.00593
1403636635.413555383682251,0.00228,0.00012,0.00004,0.00259,0.00009,0.00110,0.00623
1403636635.463555574417114,0.00254,0.00014,0.00008,0.00241,0.00022,0.00108,0.00647
1403636635.513555526733398,0.00249,0.00013,0.00039,0.00214,0.00020,0.00112,0.00648
1403636635.563555479049683,0.00228,0.00012,0.00003,0.00198,0.00067,0.00116,0.00624
1403636635.613555431365967,0.00208,0.00012,0.00015,0.00179,0.00034,0.00105,0.00552
1403636635.663555383682251,0.00231,0.00011,0.00011,0.00172,0.00295,0.00106,0.00828
1403636635.713555574417114,0.00208,0.00012,0.00046,0.00150,0.00021,0.00115,0.00553
1403636635.763555526733398,0.00267,0.00012,0.00010,0.00126,0.00042,0.00122,0.00580
1403636635.813555479049683,0.00234,0.00013,0.00020,0.00104,0.00031,0.00118,0.00520
1403636635.863555431365967,0.00228,0.00012,0.00036,0.00102,0.00101,0.00109,0.00588
1403636635.913555383682251,0.00267,0.00012,0.00011,0.00086,0.00007,0.00177,0.00561
1403636635.963555574417114,0.00321,0.00011,0.00007,0.00078,0.00054,0.00110,0.00579
1403636636.013555526733398,0.00259,0.00009,0.00019,0.00081,0.00007,0.00171,0.00546
1403636636.063555479049683,0.00266,0.00010,0.00069,0.00071,0.00324,0.00107,0.00847
1403636636.113555431365967,0.00290,0.00009,0.00020,0.00124,0.00011,0.00167,0.00623
1403636636.163555383682251,0.00277,0.00009,0.00019,0.00108,0.00014,0.00111,0.00537
1403636636.213555574417114,0.00348,0.00009,0.00029,0.00121,0.00213,0.00172,0.00894
1403636636.263555526733398,0.00301,0.00011,0.00075,0.00126,0.00045,0.00122,0.00679
1403636636.313555479049683,0.00254,0.00011,0.00041,0.00088,0.00377,0.00180,0.00951
1403636636.363555431365967,0.00326,0.00012,0.00068,0.00117,0.00126,0.00121,0.00770
1403636636.413555383682251,0.00254,0.00012,0.00080,0.00109,0.00016,0.00160,0.00630
1403636636.463555574417114,0.00316,0.00011,0.00039,0.00096,0.00011,0.00121,0.00594
1403636636.513555526733398,0.00236,0.00011,0.00023,0.00083,0.00134,0.00171,0.00660
1403636636.563555479049683,0.00307,0.00011,0.00020,0.00094,0.00059,0.00118,0.00608
1403636636.613555431365967,0.00242,0.00010,0.00030,0.00084,0.00002,0.00172,0.00540
1403636636.663555383682251,0.00289,0.00012,0.00029,0.00072,0.00131,0.00108,0.00641
1403636636.713555574417114,0.00219,0.00010,0.00053,0.00087,0.00014,0.00159,0.00542
1403636636.763555526733398,0.00298,0.00009,0.00031,0.00099,0.00227,0.00111,0.00776
1403636636.813555479049683,0.00233,0.00010,0.00001,0.00151,0.00013,0.00171,0.00580
1403636636.863555431365967,0.00275,0.00011,0.00057,0.00143,0.00024,0.00113,0.00624
1403636636.913555383682251,0.00260,0.00010,0.00004,0.00134,0.00389,0.00166,0.00963
1403636636.963555574417114,0.00282,0.00011,0.00001,0.00175,0.00012,0.00118,0.00600
1403636637.013555526733398,0.00230,0.00011,0.00004,0.00179,0.00159,0.00162,0.00747
1403636637.063555479049683,0.00308,0.00013,0.00001,0.00198,0.00100,0.00111,0.00731
1403636637.113555431365967,0.00259,0.00012,0.00009,0.00246,0.00125,0.00176,0.00827
1403636637.163555383682251,0.00315,0.00012,0.00075,0.00230,0.00004,0.00108,0.00745
1403636637.213555574417114,0.00313,0.00014,0.00006,0.00238,0.00316,0.00151,0.01038
1403636637.263555526733398,0.00285,0.00013,0.00010,0.00288,0.00005,0.00112,0.00713
1403636637.313555479049683,0.00215,0.00011,0.00123,0.00326,0.00020,0.00112,0.00807
1403636637.363555431365967,0.00198,0.00013,0.00022,0.00304,0.00017,0.00106,0.00661
1403636637.413555383682251,0.00216,0.00012,0.00171,0.00275,0.00021,0.00115,0.00810
1403636637.463555574417114,0.00190,0.00013,0.00005,0.00262,0.00017,0.00124,0.00610
1403636637.513555526733398,0.00196,0.00011,0.00033,0.00237,0.00135,0.00117,0.00729
1403636637.563555479049683,0.00208,0.00013,0.00017,0.00246,0.00015,0.00106,0.00605
1403636637.613555431365967,0.00239,0.00011,0.00013,0.00258,0.00027,0.00107,0.00654
1403636637.663555383682251,0.00190,0.00009,0.00009,0.00238,0.00009,0.00103,0.00559
1403636637.713555574417114,0.00200,0.00010,0.00003,0.00217,0.00000,0.00104,0.00533
1403636637.763555526733398,0.00219,0.00014,0.00008,0.00206,0.00153,0.00124,0.00724
1403636637.813555479049683,0.00203,0.00013,0.00011,0.00195,0.00023,0.00125,0.00570
1403636637.863555431365967,0.00256,0.00013,0.00042,0.00190,0.00006,0.00112,0.00619
1403636637.913555383682251,0.00206,0.00012,0.00028,0.00186,0.00133,0.00112,0.00677
1403636637.963555574417114,0.00237,0.00012,0.00048,0.00222,0.00016,0.00110,0.00645
1403636638.013555526733398,0.00223,0.00011,0.00039,0.00188,0.00111,0.00122,0.00694
1403636638.063555479049683,0.00210,0.00014,0.00008,0.00201,0.00025,0.00117,0.00575
1403636638.113555431365967,0.00200,0.00011,0.00008,0.00188,0.00008,0.00105,0.00520
1403636638.163555383682251,0.00188,0.00011,0.00066,0.00198,0.00428,0.00119,0.01010
1403636638.213555574417114,0.00188,0.00012,0.00009,0.00281,0.00073,0.00116,0.00679
1403636638.263555526733398,0.00219,0.00011,0.00012,0.00279,0.00012,0.00106,0.00639
1403636638.313555479049683,0.00206,0.00013,0.00004,0.00297,0.00000,0.00122,0.00643
1403636638.363555431365967,0.00208,0.00013,0.00006,0.00259,0.00095,0.00105,0.00687
1403636638.413555383682251,0.00194,0.00012,0.00007,0.00269,0.00060,0.00111,0.00653
1403636638.463555574417114,0.00188,0.00011,0.00001,0.00294,0.00006,0.00113,0.00614
1403636638.513555526733398,0.00278,0.00013,0.00174,0.00272,0.00268,0.00114,0.01118
1403636638.563555479049683,0.00231,0.00015,0.00017,0.00335,0.00016,0.00120,0.00732
1403636638.613555431365967,0.00208,0.00012,0.00004,0.00332,0.00008,0.00116,0.00680
1403636638.663555383682251,0.00219,0.00013,0.00021,0.00317,0.00006,0.00120,0.00695
1403636638.713555574417114,0.00219,0.00013,0.00013,0.00291,0.00002,0.00124,0.00662
1403636638.763555526733398,0.00194,0.00012,0.00140,0.00276,0.00011,0.00118,0.00750
1403636638.813555479049683,0.00220,0.00011,0.00039,0.00246,0.00213,0.00115,0.00845
1403636638.863555431365967,0.00200,0.00013,0.00006,0.00280,0.00005,0.00120,0.00624
1403636638.913555383682251,0.00199,0.00012,0.00010,0.00261,0.00016,0.00112,0.00611
1403636638.963555574417114,0.00288,0.00015,0.00083,0.00248,0.00024,0.00119,0.00777
1403636639.013555526733398,0.00222,0.00012,0.00099,0.00239,0.00085,0.00106,0.00763
1403636639.063555479049683,0.00234,0.00014,0.00078,0.00231,0.00094,0.00117,0.00768
1403636639.113555431365967,0.00254,0.00013,0.00001,0.00236,0.00189,0.00118,0.00811
1403636639.163555383682251,0.00240,0.00014,0.00015,0.00265,0.00014,0.00111,0.00661
1403636639.213555574417114,0.00217,0.00012,0.00010,0.00284,0.00014,0.00111,0.00648
1403636639.263555526733398,0.00216,0.00012,0.00028,0.00246,0.00024,0.00112,0.00639
1403636639.313555479049683,0.00227,0.00011,0.00004,0.00229,0.00012,0.00109,0.00593
1403636639.363555431365967,0.00254,0.00011,0.00030,0.00204,0.00082,0.00109,0.00691
1403636639.413555383682251,0.00208,0.00011,0.00055,0.00203,0.00005,0.00120,0.00602
1403636639.463555574417114,0.00208,0.00014,0.00032,0.00216,0.00000,0.00112,0.00582
1403636639.513555526733398,0.00228,0.00011,0.00011,0.00174,0.00004,0.00110,0.00538
1403636639.563555479049683,0.00254,0.00012,0.00030,0.00155,0.00076,0.00108,0.00635
1403636639.613555431365967,0.00221,0.00010,0.00006,0.00157,0.00122,0.00115,0.00631
1403636639.663555383682251,0.00235,0.00012,0.00013,0.00161,0.00386,0.00116,0.00921
1403636639.713555574417114,0.00224,0.00011,0.00036,0.00254,0.00019,0.00119,0.00663
