# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403636626.113286733627319,0.00282,0.00010,0.00017,0.00009,0.00027,0.00123,0.00469
1403636626.163286924362183,0.00281,0.00012,0.00026,0.00011,0.00009,0.00124,0.00463
1403636626.213312864303589,0.00305,0.00010,0.00016,0.00007,0.00125,0.00134,0.00597
1403636626.263412952423096,0.00361,0.00009,0.00035,0.00013,0.00029,0.00144,0.00591
1403636626.313474178314209,0.00267,0.00011,0.00032,0.00013,0.00016,0.00143,0.00483
1403636626.363450050354004,0.00277,0.00012,0.00027,0.00012,0.00132,0.00117,0.00577
1403636626.413442134857178,0.00316,0.00011,0.00012,0.00018,0.00042,0.00135,0.00534
1403636626.463442325592041,0.00329,0.00016,0.00017,0.00005,0.00024,0.00140,0.00532
1403636626.513521432876587,0.00254,0.00010,0.00026,0.00004,0.00219,0.00123,0.00636
1403636626.563521146774292,0.00291,0.00010,0.00010,0.00003,0.00084,0.00134,0.00533
1403636626.613520860671997,0.00368,0.00012,0.00011,0.00008,0.00086,0.00142,0.00628
1403636626.663520812988281,0.00311,0.00010,0.00007,0.00003,0.00042,0.00137,0.00510
1403636626.713521003723145,0.00370,0.00017,0.00013,0.00005,0.00050,0.00181,0.00636
1403636626.763520717620850,0.00280,0.00012,0.00003,0.00000,0.00026,0.00177,0.00498
1403636626.813530206680298,0.00370,0.00012,0.00013,0.00007,0.00094,0.00148,0.00644
1403636626.863530158996582,0.00358,0.00012,0.00012,0.00002,0.00003,0.00192,0.00580
1403636626.913530111312866,0.00331,0.00012,0.00013,0.00002,0.00000,0.00141,0.00499
1403636626.963530063629150,0.00397,0.00016,0.00025,0.00000,0.00119,0.00221,0.00778
1403636627.013534784317017,0.00331,0.00011,0.00006,0.00007,0.00023,0.00131,0.00510
1403636627.063588619232178,0.00288,0.00010,0.00014,0.00003,0.00022,0.00175,0.00512
1403636627.113588571548462,0.00382,0.00017,0.00002,0.00006,0.00203,0.00136,0.00746
1403636627.163582801818848,0.00263,0.00010,0.00006,0.00000,0.00102,0.00177,0.00559
1403636627.213608026504517,0.00384,0.00010,0.00001,0.00011,0.00122,0.00135,0.00663
1403636627.263630390167236,0.00281,0.00012,0.00001,0.00010,0.00042,0.00195,0.00541
1403636627.313630580902100,0.00358,0.00013,0.00002,0.00011,0.00055,0.00136,0.00574
1403636627.363616466522217,0.00333,0.00012,0.00003,0.00010,0.00017,0.00180,0.00555
1403636627.413607835769653,0.00324,0.00012,0.00006,0.00010,0.00083,0.00141,0.00577
1403636627.463604450225830,0.00277,0.00013,0.00006,0.00009,0.00000,0.00213,0.00518
1403636627.513584613800049,0.00385,0.00014,0.00009,0.00009,0.00000,0.00142,0.00558
1403636627.563546180725098,0.00288,0.00014,0.00020,0.00009,0.00083,0.00185,0.00598
1403636627.613520860671997,0.00318,0.00011,0.00001,0.00007,0.00013,0.00128,0.00478
1403636627.663520812988281,0.00284,0.00009,0.00001,0.00004,0.00025,0.00184,0.00509
1403636627.713521003723145,0.00309,0.00010,0.00007,0.00004,0.00188,0.00141,0.00658
1403636627.763555288314819,0.00284,0.00010,0.00003,0.00000,0.00109,0.00174,0.00580
1403636627.813564300537109,0.00337,0.00014,0.00024,0.00013,0.00107,0.00165,0.00660
1403636627.863485574722290,0.00333,0.00013,0.00025,0.00006,0.00025,0.00164,0.00567
1403636627.913494586944580,0.00409,0.00009,0.00006,0.00010,0.00045,0.00149,0.00628
1403636627.963493347167969,0.00427,0.00015,0.00011,0.00008,0.00012,0.00184,0.00657
1403636628.013433933258057,0.00325,0.00009,0.00018,0.00011,0.00070,0.00139,0.00573
1403636628.063457727432251,0.00279,0.00010,0.00005,0.00010,0.00066,0.00180,0.00550
1403636628.113506317138672,0.00345,0.00010,0.00006,0.00010,0.00000,0.00145,0.00516
1403636628.163584709167480,0.00290,0.00009,0.00022,0.00006,0.00080,0.00173,0.00579
1403636628.213464975357056,0.00339,0.00011,0.00032,0.00006,0.00038,0.00143,0.00569
1403636628.263438701629639,0.00288,0.00012,0.00040,0.00006,0.00037,0.00138,0.00523
1403636628.313468694686890,0.00404,0.00010,0.00047,0.00008,0.00141,0.00142,0.00752
1403636628.363512277603149,0.00308,0.00010,0.00048,0.00007,0.00051,0.00141,0.00566
1403636628.413556575775146,0.00276,0.00012,0.00023,0.00007,0.00083,0.00147,0.00548
1403636628.463642835617065,0.00275,0.00013,0.00024,0.00006,0.00114,0.00137,0.00570
1403636628.513692855834961,0.00285,0.00011,0.00029,0.00006,0.00000,0.00128,0.00458
1403636628.563727378845215,0.00258,0.00011,0.00008,0.00007,0.00062,0.00140,0.00485
1403636628.613738059997559,0.00215,0.00010,0.00005,0.00010,0.00029,0.00129,0.00398
1403636628.663714408874512,0.00251,0.00011,0.00010,0.00010,0.00005,0.00131,0.00419
1403636628.713718652725220,0.00245,0.00012,0.00001,0.00010,0.00000,0.00144,0.00413
1403636628.763704538345337,0.00274,0.00011,0.00001,0.00011,0.00098,0.00146,0.00541
1403636628.813654899597168,0.00268,0.00014,0.00006,0.00009,0.00012,0.00136,0.00445
1403636628.863199472427368,0.00310,0.00011,0.00006,0.00005,0.00326,0.00141,0.00799
1403636628.913228750228882,0.00255,0.00010,0.00004,0.00006,0.00215,0.00134,0.00625
1403636628.963100194931030,0.00359,0.00012,0.00014,0.00008,0.00086,0.00142,0.00621
1403636629.013094425201416,0.00276,0.00013,0.00004,0.00013,0.00079,0.00141,0.00526
1403636629.063073635101318,0.00243,0.00011,0.00004,0.00016,0.00107,0.00149,0.00530
1403636629.113037824630737,0.00280,0.00008,0.00009,0.00014,0.00002,0.00135,0.00448
1403636629.162963867187500,0.00255,0.00010,0.00012,0.00015,0.00000,0.00146,0.00439
1403636629.212956428527832,0.00285,0.00011,0.00001,0.00010,0.00035,0.00134,0.00476
1403636629.262968540191650,0.00321,0.00009,0.00010,0.00008,0.00005,0.00213,0.00566
1403636629.312978744506836,0.00346,0.00010,0.00014,0.00005,0.00008,0.00142,0.00526
1403636629.362981557846069,0.00356,0.00011,0.00018,0.00007,0.00079,0.00179,0.00650
1403636629.413122415542603,0.00355,0.00013,0.00007,0.00009,0.00148,0.00144,0.00675
1403636629.463096141815186,0.00310,0.00013,0.00008,0.00010,0.00171,0.00178,0.00690
1403636629.513029575347900,0.00420,0.00013,0.00053,0.00007,0.00272,0.00148,0.00914
1403636629.562875270843506,0.00304,0.00010,0.00038,0.00008,0.00139,0.00185,0.00683
1403636629.612724542617798,0.00355,0.00013,0.00012,0.00015,0.00130,0.00134,0.00659
1403636629.662700176239014,0.00295,0.00013,0.00010,0.00012,0.00108,0.00179,0.00617
1403636629.712659358978271,0.00323,0.00010,0.00016,0.00013,0.00000,0.00129,0.00491
1403636629.762611150741577,0.00431,0.00011,0.00027,0.00006,0.00001,0.00178,0.00654
1403636629.812533617019653,0.00349,0.00013,0.00022,0.00005,0.00138,0.00135,0.00662
1403636629.862538576126099,0.00349,0.00013,0.00028,0.00002,0.00013,0.00186,0.00592
1403636629.912538528442383,0.00317,0.00013,0.00026,0.00003,0.00011,0.00141,0.00511
1403636629.962822675704956,0.00266,0.00014,0.00021,0.00002,0.00125,0.00177,0.00605
1403636630.012830734252930,0.00374,0.00008,0.00020,0.00005,0.00044,0.00126,0.00577
1403636630.062838315963745,0.00277,0.00009,0.00043,0.00006,0.00183,0.00176,0.00695
1403636630.112909555435181,0.00340,0.00012,0.00036,0.00006,0.00158,0.00130,0.00681
1403636630.163044452667236,0.00283,0.00012,0.00017,0.00010,0.00044,0.00173,0.00539
1403636630.213054180145264,0.00332,0.00013,0.00014,0.00014,0.00088,0.00132,0.00591
1403636630.263145923614502,0.00399,0.00012,0.00035,0.00012,0.00072,0.00174,0.00704
1403636630.313135147094727,0.00371,0.00017,0.00081,0.00017,0.00057,0.00127,0.00669
1403636630.363105535507202,0.00277,0.00013,0.00024,0.00012,0.00009,0.00137,0.00472
1403636630.413110971450806,0.00440,0.00012,0.00027,0.00011,0.00011,0.00139,0.00641
1403636630.463112354278564,0.00321,0.00011,0.00008,0.00015,0.00000,0.00185,0.00540
1403636630.513094902038574,0.00317,0.00011,0.00014,0.00009,0.00001,0.00124,0.00477
1403636630.563113451004028,0.00244,0.00010,0.00035,0.00007,0.00176,0.00135,0.00608
1403636630.613105058670044,0.00321,0.00011,0.00013,0.00010,0.00025,0.00143,0.00522
1403636630.663096427917480,0.00353,0.00010,0.00026,0.00008,0.00033,0.00150,0.00581
1403636630.712880373001099,0.00467,0.00010,0.00040,0.00007,0.00238,0.00148,0.00911
1403636630.762877464294434,0.00325,0.00012,0.00010,0.00015,0.00001,0.00137,0.00502
1403636630.812813758850098,0.00307,0.00013,0.00017,0.00013,0.00260,0.00126,0.00735
1403636630.862806558609009,0.00322,0.00011,0.00008,0.00019,0.00005,0.00123,0.00489
1403636630.912782430648804,0.00409,0.00015,0.00017,0.00018,0.00070,0.00162,0.00691
1403636630.962807416915894,0.00242,0.00011,0.00021,0.00019,0.00084,0.00122,0.00499
1403636631.012806892395020,0.00363,0.00011,0.00018,0.00021,0.00011,0.00130,0.00554
1403636631.062817335128784,0.00269,0.00019,0.00012,0.00021,0.00000,0.00150,0.00471
1403636631.112812042236328,0.00335,0.00013,0.00008,0.00019,0.00033,0.00143,0.00551
1403636631.162847280502319,0.00249,0.00010,0.00012,0.00018,0.00285,0.00126,0.00700
1403636631.212890386581421,0.00305,0.00012,0.00028,0.00028,0.00029,0.00127,0.00530
1403636631.262895822525024,0.00281,0.00011,0.00011,0.00025,0.00104,0.00121,0.00553
1403636631.312898159027100,0.00245,0.00012,0.00010,0.00029,0.00113,0.00134,0.00544
1403636631.362902164459229,0.00247,0.00012,0.00001,0.00039,0.00033,0.00134,0.00467
1403636631.412918090820312,0.00226,0.00017,0.00076,0.00035,0.00109,0.00129,0.00592
1403636631.462924480438232,0.00248,0.00016,0.00022,0.00050,0.00101,0.00217,0.00654
1403636631.512930154800415,0.00224,0.00011,0.00001,0.00063,0.00033,0.00130,0.00462
1403636631.562959432601929,0.00226,0.00015,0.00002,0.00054,0.00176,0.00139,0.00611
1403636631.613003969192505,0.00240,0.00013,0.00004,0.00058,0.00011,0.00127,0.00453
1403636631.663045883178711,0.00222,0.00012,0.00004,0.00053,0.00003,0.00123,0.00417
1403636631.713022947311401,0.00309,0.00011,0.00010,0.00051,0.00000,0.00148,0.00531
1403636631.763073205947876,0.00222,0.00013,0.00005,0.00055,0.00158,0.00141,0.00593
1403636631.813061475753784,0.00242,0.00013,0.00006,0.00067,0.00084,0.00130,0.00542
1403636631.863069772720337,0.00244,0.00011,0.00001,0.00062,0.00039,0.00140,0.00497
1403636631.913066387176514,0.00262,0.00012,0.00001,0.00068,0.00154,0.00193,0.00691
1403636631.963045597076416,0.00284,0.00019,0.00006,0.00107,0.00000,0.00174,0.00590
1403636632.013077735900879,0.00233,0.00010,0.00004,0.00064,0.00171,0.00130,0.00611
1403636632.063052892684937,0.00227,0.00012,0.00001,0.00077,0.00000,0.00130,0.00447
1403636632.113032341003418,0.00249,0.00017,0.00011,0.00079,0.00035,0.00171,0.00561
1403636632.162996292114258,0.00237,0.00012,0.00007,0.00054,0.00126,0.00131,0.00568
1403636632.212959051132202,0.00234,0.00011,0.00004,0.00040,0.00013,0.00134,0.00436
1403636632.262939929962158,0.00310,0.00011,0.00005,0.00029,0.00136,0.00142,0.00632
1403636632.312940120697021,0.00226,0.00013,0.00008,0.00030,0.00003,0.00139,0.00420
1403636632.362969636917114,0.00249,0.00018,0.00007,0.00034,0.00075,0.00143,0.00527
1403636632.413012027740479,0.00273,0.00011,0.00003,0.00025,0.00107,0.00137,0.00556
1403636632.463055133819580,0.00313,0.00010,0.00003,0.00030,0.00049,0.00138,0.00544
1403636632.513387203216553,0.00242,0.00011,0.00001,0.00030,0.00362,0.00134,0.00780
1403636632.563560724258423,0.00329,0.00010,0.00001,0.00065,0.00000,0.00139,0.00545
1403636632.613730669021606,0.00257,0.00011,0.00001,0.00061,0.00096,0.00121,0.00547
1403636632.663867473602295,0.00280,0.00013,0.00006,0.00070,0.00000,0.00132,0.00500
1403636632.713879108428955,0.00238,0.00011,0.00004,0.00063,0.00035,0.00122,0.00473
1403636632.763930559158325,0.00238,0.00012,0.00013,0.00062,0.00345,0.00126,0.00797
1403636632.813912153244019,0.00269,0.00012,0.00012,0.00079,0.00047,0.00129,0.00548
1403636632.863893985748291,0.00230,0.00015,0.00011,0.00082,0.00081,0.00120,0.00540
1403636632.913915157318115,0.00251,0.00013,0.00005,0.00101,0.00139,0.00135,0.00643
1403636632.963958978652954,0.00238,0.00013,0.00007,0.00114,0.00218,0.00128,0.00719
1403636633.014065265655518,0.00246,0.00014,0.00006,0.00142,0.00282,0.00138,0.00828
1403636633.064099073410034,0.00320,0.00010,0.00009,0.00158,0.00051,0.00136,0.00684
1403636633.114191293716431,0.00241,0.00014,0.00001,0.00179,0.00247,0.00131,0.00813
1403636633.164234399795532,0.00260,0.00011,0.00005,0.00188,0.00002,0.00116,0.00582
1403636633.214302301406860,0.00261,0.00013,0.00001,0.00192,0.00403,0.00137,0.01008
1403636633.264302015304565,0.00383,0.00017,0.00011,0.00241,0.00025,0.00127,0.00805
1403636633.314322710037231,0.00262,0.00013,0.00007,0.00280,0.00073,0.00131,0.00767
1403636633.364240646362305,0.00265,0.00015,0.00002,0.00269,0.00486,0.00130,0.01168
1403636633.414186000823975,0.00271,0.00016,0.00005,0.00342,0.00011,0.00134,0.00779
1403636633.464192390441895,0.00254,0.00016,0.00010,0.00328,0.00048,0.00143,0.00799
1403636633.514203310012817,0.00321,0.00012,0.00001,0.00319,0.00189,0.00127,0.00969
1403636633.564235925674438,0.00294,0.00017,0.00002,0.00370,0.00104,0.00143,0.00929
1403636633.614200830459595,0.00268,0.00019,0.00014,0.00384,0.00221,0.00133,0.01038
1403636633.664222955703735,0.00226,0.00012,0.00048,0.00404,0.00120,0.00124,0.00934
1403636633.714286088943481,0.00234,0.00014,0.00004,0.00440,0.00016,0.00133,0.00841
1403636633.764288663864136,0.00264,0.00014,0.00002,0.00433,0.00121,0.00138,0.00971
1403636633.814283370971680,0.00243,0.00018,0.00557,0.00426,0.00285,0.00149,0.01678
1403636633.864366769790649,0.00254,0.00016,0.00009,0.00466,0.00004,0.00144,0.00892
1403636633.914394378662109,0.00244,0.00013,0.00010,0.00443,0.00025,0.00126,0.00860
1403636633.964297771453857,0.00241,0.00015,0.00029,0.00422,0.00025,0.00131,0.00864
1403636634.014261245727539,0.00254,0.00020,0.00009,0.00393,0.00014,0.00150,0.00841
1403636634.064222097396851,0.00246,0.00014,0.00018,0.00316,0.00014,0.00120,0.00728
1403636634.114188671112061,0.00243,0.00016,0.00012,0.00318,0.00014,0.00128,0.00730
1403636634.164171695709229,0.00226,0.00015,0.00010,0.00294,0.00021,0.00130,0.00696
1403636634.214204549789429,0.00232,0.00014,0.00009,0.00290,0.00155,0.00117,0.00817
1403636634.264177083969116,0.00231,0.00014,0.00011,0.00327,0.00079,0.00171,0.00834
1403636634.314139127731323,0.00234,0.00015,0.00010,0.00298,0.00029,0.00147,0.00733
1403636634.364101886749268,0.00246,0.00017,0.00011,0.00282,0.00022,0.00139,0.00716
1403636634.414005041122437,0.00266,0.00015,0.00195,0.00259,0.00636,0.00126,0.01497
1403636634.463958978652954,0.00232,0.00011,0.00010,0.00314,0.00099,0.00124,0.00790
1403636634.513867378234863,0.00309,0.00015,0.00005,0.00341,0.00288,0.00117,0.01074
1403636634.563838005065918,0.00273,0.00016,0.00015,0.00327,0.00206,0.00135,0.00974
1403636634.613844156265259,0.00236,0.00013,0.00033,0.00311,0.00013,0.00140,0.00747
1403636634.663914680480957,0.00255,0.00015,0.00038,0.00269,0.00025,0.00132,0.00735
1403636634.714048147201538,0.00236,0.00016,0.00013,0.00198,0.00014,0.00138,0.00614
1403636634.764105558395386,0.00238,0.00015,0.00010,0.00186,0.00030,0.00129,0.00608
1403636634.814195394515991,0.00234,0.00015,0.00023,0.00177,0.00062,0.00134,0.00645
1403636634.864243268966675,0.00278,0.00017,0.00055,0.00182,0.00050,0.00132,0.00713
1403636634.914230108261108,0.00237,0.00016,0.00015,0.00212,0.00113,0.00120,0.00713
1403636634.964362144470215,0.00235,0.00013,0.00014,0.00262,0.00254,0.00121,0.00900
1403636635.014323711395264,0.00289,0.00014,0.00017,0.00222,0.00038,0.00153,0.00733
1403636635.064276933670044,0.00252,0.00011,0.00005,0.00231,0.00018,0.00130,0.00646
1403636635.114281177520752,0.00245,0.00014,0.00028,0.00229,0.00250,0.00210,0.00976
1403636635.164322853088379,0.00235,0.00014,0.00043,0.00272,0.00020,0.00127,0.00710
1403636635.214260339736938,0.00231,0.00011,0.00030,0.00239,0.00102,0.00150,0.00764
1403636635.264271497726440,0.00258,0.00015,0.00005,0.00263,0.00029,0.00143,0.00713
1403636635.314215421676636,0.00267,0.00013,0.00053,0.00229,0.00053,0.00118,0.00733
1403636635.364175796508789,0.00230,0.00014,0.00008,0.00240,0.00031,0.00128,0.00651
1403636635.414216041564941,0.00248,0.00013,0.00004,0.00237,0.00018,0.00136,0.00656
1403636635.464170694351196,0.00260,0.00015,0.00047,0.00221,0.00084,0.00128,0.00756
1403636635.514158964157104,0.00310,0.00016,0.00009,0.00243,0.00043,0.00158,0.00778
1403636635.564170360565186,0.00276,0.00021,0.00002,0.00208,0.01100,0.00119,0.01725
1403636635.614180326461792,0.00227,0.00015,0.00014,0.00297,0.00025,0.00122,0.00700
1403636635.664167642593384,0.00274,0.00016,0.00020,0.00288,0.00113,0.00172,0.00883
1403636635.714186668395996,0.00303,0.00016,0.00066,0.00179,0.00415,0.00126,0.01104
1403636635.764240741729736,0.00249,0.00015,0.00022,0.00155,0.00024,0.00132,0.00598
1403636635.814294576644897,0.00259,0.00016,0.00018,0.00127,0.00142,0.00124,0.00686
1403636635.864216566085815,0.00295,0.00016,0.00077,0.00159,0.00035,0.00127,0.00709
1403636635.914131641387939,0.00253,0.00021,0.00049,0.00170,0.00019,0.00126,0.00639
1403636635.964071989059448,0.00278,0.00013,0.00007,0.00223,0.00005,0.00126,0.00653
1403636636.013946771621704,0.00237,0.00011,0.00021,0.00139,0.00414,0.00140,0.00962
1403636636.063930988311768,0.00234,0.00013,0.00073,0.00175,0.00011,0.00122,0.00628
1403636636.113912820816040,0.00295,0.00013,0.00031,0.00140,0.00037,0.00129,0.00646
1403636636.163888931274414,0.00239,0.00014,0.00030,0.00151,0.00029,0.00137,0.00599
1403636636.213793516159058,0.00244,0.00012,0.00028,0.00129,0.00779,0.00140,0.01331
1403636636.263809442520142,0.00249,0.00015,0.00055,0.00228,0.00010,0.00131,0.00689
1403636636.313843965530396,0.00271,0.00015,0.00102,0.00184,0.00023,0.00122,0.00717
1403636636.363867282867432,0.00319,0.00015,0.00087,0.00144,0.00012,0.00126,0.00703
1403636636.413842916488647,0.00298,0.00016,0.00236,0.00077,0.00266,0.00118,0.01012
1403636636.463857412338257,0.00308,0.00013,0.00017,0.00126,0.00126,0.00134,0.00722
1403636636.513803243637085,0.00307,0.00014,0.00029,0.00108,0.00175,0.00120,0.00752
1403636636.563786506652832,0.00300,0.00014,0.00026,0.00091,0.00001,0.00145,0.00577
1403636636.613744735717773,0.00391,0.00013,0.00011,0.00085,0.00174,0.00122,0.00796
1403636636.663686990737915,0.00331,0.00013,0.00045,0.00095,0.00533,0.00159,0.01175
1403636636.713677406311035,0.00278,0.00014,0.00038,0.00163,0.00010,0.00114,0.00618
1403636636.763660669326782,0.00315,0.00012,0.00005,0.00166,0.00005,0.00134,0.00637
1403636636.813638210296631,0.00286,0.00014,0.00025,0.00141,0.00040,0.00147,0.00652
1403636636.863615751266479,0.00269,0.00016,0.00011,0.00128,0.00060,0.00134,0.00618
1403636636.913496971130371,0.00237,0.00011,0.00018,0.00116,0.00386,0.00122,0.00890
1403636636.963490486145020,0.00265,0.00012,0.00001,0.00206,0.00010,0.00142,0.00635
1403636637.013505697250366,0.00234,0.00011,0.00002,0.00182,0.00401,0.00131,0.00962
1403636637.063518285751343,0.00257,0.00014,0.00029,0.00231,0.00432,0.00133,0.01096
1403636637.113520145416260,0.00286,0.00016,0.00007,0.00276,0.00105,0.00127,0.00817
1403636637.163540124893188,0.00238,0.00013,0.00105,0.00285,0.00065,0.00129,0.00835
1403636637.213509321212769,0.00266,0.00017,0.00063,0.00303,0.00609,0.00129,0.01388
1403636637.263490676879883,0.00248,0.00016,0.00005,0.00394,0.00176,0.00127,0.00966
1403636637.313449382781982,0.00245,0.00015,0.00280,0.00434,0.00152,0.00126,0.01252
1403636637.363407135009766,0.00258,0.00018,0.00040,0.00414,0.00006,0.00127,0.00864
1403636637.413388013839722,0.00239,0.00016,0.00009,0.00402,0.00123,0.00123,0.00912
1403636637.463316440582275,0.00238,0.00018,0.00021,0.00331,0.00026,0.00203,0.00837
1403636637.513233900070190,0.00288,0.00019,0.00008,0.00341,0.00085,0.00133,0.00875
1403636637.563216209411621,0.00247,0.00017,0.00025,0.00382,0.00035,0.00133,0.00839
1403636637.613195419311523,0.00244,0.00014,0.00001,0.00347,0.00017,0.00126,0.00749
1403636637.663138628005981,0.00219,0.00013,0.00015,0.00305,0.00320,0.00120,0.00990
1403636637.713092088699341,0.00296,0.00018,0.00050,0.00339,0.00015,0.00126,0.00844
1403636637.763076066970825,0.00244,0.00023,0.00018,0.00337,0.00002,0.00139,0.00763
1403636637.813068151473999,0.00286,0.00016,0.00014,0.00252,0.00028,0.00125,0.00722
1403636637.863062858581543,0.00273,0.00027,0.00017,0.00273,0.00011,0.00186,0.00787
1403636637.913037538528442,0.00282,0.00016,0.00065,0.00257,0.00274,0.00127,0.01020
1403636637.963016986846924,0.00240,0.00013,0.00009,0.00281,0.00090,0.00118,0.00751
1403636638.013045787811279,0.00269,0.00016,0.00065,0.00275,0.00027,0.00133,0.00787
1403636638.063044786453247,0.00229,0.00013,0.00005,0.00236,0.00508,0.00125,0.01116
1403636638.113019227981567,0.00227,0.00015,0.00005,0.00318,0.00017,0.00233,0.00815
1403636638.163011074066162,0.00226,0.00014,0.00041,0.00281,0.00112,0.00124,0.00799
1403636638.213018894195557,0.00223,0.00015,0.00001,0.00331,0.00036,0.00151,0.00757
1403636638.263023614883423,0.00226,0.00015,0.00006,0.00328,0.00028,0.00123,0.00726
1403636638.312981605529785,0.00293,0.00018,0.00040,0.00301,0.00000,0.00134,0.00785
1403636638.362928152084351,0.00251,0.00015,0.00010,0.00291,0.00827,0.00139,0.01534
1403636638.412878274917603,0.00278,0.00016,0.00001,0.00438,0.00026,0.00155,0.00915
1403636638.462840557098389,0.00244,0.00014,0.00007,0.00429,0.00014,0.00125,0.00833
1403636638.512816190719604,0.00272,0.00017,0.00017,0.00384,0.00136,0.00125,0.00950
1403636638.562855005264282,0.00238,0.00016,0.00018,0.00378,0.00005,0.00139,0.00794
