# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403636626.511083364486694,0.00327,0.00010,0.00032,0.00007,0.00335,0.00129,0.00840
1403636626.561083555221558,0.00299,0.00012,0.00015,0.00006,0.00067,0.00135,0.00536
1403636626.611079216003418,0.00340,0.00015,0.00014,0.00010,0.00074,0.00139,0.00591
1403636626.661079168319702,0.00259,0.00011,0.00011,0.00004,0.00028,0.00137,0.00450
1403636626.711079359054565,0.00255,0.00014,0.00008,0.00005,0.00053,0.00156,0.00492
1403636626.761079311370850,0.00386,0.00011,0.00003,0.00000,0.00043,0.00152,0.00594
1403636626.811075210571289,0.00268,0.00011,0.00013,0.00007,0.00098,0.00142,0.00540
1403636626.861075162887573,0.00257,0.00012,0.00014,0.00002,0.00032,0.00152,0.00469
1403636626.911075115203857,0.00258,0.00012,0.00005,0.00004,0.00051,0.00135,0.00465
1403636626.961075067520142,0.00285,0.00019,0.00032,0.00000,0.00052,0.00169,0.00558
1403636627.011074542999268,0.00278,0.00012,0.00003,0.00008,0.00032,0.00143,0.00477
1403636627.061074495315552,0.00267,0.00010,0.00008,0.00002,0.00026,0.00134,0.00448
1403636627.111074447631836,0.00281,0.00010,0.00006,0.00004,0.00272,0.00135,0.00709
1403636627.161087274551392,0.00235,0.00009,0.00002,0.00000,0.00191,0.00132,0.00570
1403636627.211151599884033,0.00327,0.00015,0.00002,0.00016,0.00084,0.00167,0.00611
1403636627.261292934417725,0.00240,0.00010,0.00001,0.00013,0.00046,0.00133,0.00443
1403636627.311297655105591,0.00314,0.00011,0.00001,0.00011,0.00037,0.00143,0.00517
1403636627.361293554306030,0.00347,0.00016,0.00008,0.00015,0.00029,0.00161,0.00576
1403636627.411297082901001,0.00350,0.00012,0.00022,0.00007,0.00075,0.00146,0.00611
1403636627.461294651031494,0.00261,0.00011,0.00005,0.00008,0.00000,0.00161,0.00446
1403636627.511283397674561,0.00252,0.00012,0.00001,0.00010,0.00046,0.00135,0.00456
1403636627.561262607574463,0.00318,0.00012,0.00010,0.00007,0.00080,0.00158,0.00585
1403636627.611244440078735,0.00221,0.00011,0.00002,0.00007,0.00029,0.00127,0.00399
1403636627.661244392395020,0.00261,0.00009,0.00001,0.00004,0.00030,0.00138,0.00444
1403636627.711244583129883,0.00244,0.00010,0.00009,0.00004,0.00192,0.00136,0.00595
1403636627.761244297027588,0.00261,0.00011,0.00017,0.00000,0.00153,0.00139,0.00583
1403636627.811244010925293,0.00271,0.00013,0.00001,0.00012,0.00098,0.00140,0.00535
1403636627.861243963241577,0.00228,0.00011,0.00006,0.00003,0.00094,0.00151,0.00492
1403636627.911243915557861,0.00216,0.00010,0.00011,0.00002,0.00024,0.00133,0.00396
1403636627.961222648620605,0.00230,0.00010,0.00014,0.00000,0.00046,0.00133,0.00432
1403636628.011177062988281,0.00303,0.00010,0.00006,0.00011,0.00073,0.00142,0.00545
1403636628.061161279678345,0.00265,0.00010,0.00020,0.00007,0.00000,0.00140,0.00442
1403636628.111121892929077,0.00255,0.00010,0.00010,0.00003,0.00056,0.00141,0.00475
1403636628.161221504211426,0.00271,0.00010,0.00046,0.00003,0.00086,0.00139,0.00556
1403636628.211188316345215,0.00286,0.00012,0.00022,0.00002,0.00080,0.00141,0.00543
1403636628.261197328567505,0.00237,0.00009,0.00018,0.00007,0.00024,0.00134,0.00430
1403636628.311481237411499,0.00234,0.00009,0.00015,0.00009,0.00334,0.00131,0.00733
1403636628.361663341522217,0.00290,0.00011,0.00054,0.00014,0.00318,0.00129,0.00817
1403636628.411721706390381,0.00275,0.00013,0.00014,0.00032,0.00139,0.00132,0.00605
1403636628.461724996566772,0.00224,0.00015,0.00037,0.00038,0.00199,0.00127,0.00641
1403636628.511579275131226,0.00285,0.00011,0.00043,0.00062,0.00000,0.00122,0.00522
1403636628.561566829681396,0.00393,0.00023,0.00054,0.00070,0.00150,0.00157,0.00848
1403636628.611546277999878,0.00319,0.00012,0.00018,0.00068,0.00246,0.00132,0.00795
1403636628.661574125289917,0.00264,0.00011,0.00007,0.00096,0.00000,0.00145,0.00523
1403636628.711662769317627,0.00315,0.00013,0.00013,0.00094,0.00090,0.00136,0.00662
1403636628.761884450912476,0.00269,0.00012,0.00004,0.00098,0.00089,0.00133,0.00606
1403636628.812219142913818,0.00284,0.00010,0.00061,0.00081,0.00093,0.00132,0.00662
1403636628.862391471862793,0.00263,0.00010,0.00010,0.00073,0.00030,0.00133,0.00519
1403636628.912602186203003,0.00302,0.00012,0.00054,0.00065,0.00280,0.00140,0.00854
1403636628.962707519531250,0.00296,0.00015,0.00035,0.00079,0.00043,0.00175,0.00643
1403636629.012779951095581,0.00259,0.00013,0.00109,0.00072,0.00047,0.00134,0.00632
1403636629.062809944152832,0.00342,0.00011,0.00006,0.00080,0.00126,0.00127,0.00692
1403636629.112768650054932,0.00314,0.00012,0.00028,0.00073,0.00463,0.00137,0.01027
1403636629.162627458572388,0.00276,0.00012,0.00030,0.00123,0.00179,0.00131,0.00752
1403636629.212514162063599,0.00315,0.00012,0.00009,0.00064,0.00049,0.00139,0.00588
1403636629.262441873550415,0.00277,0.00011,0.00029,0.00048,0.00013,0.00132,0.00510
1403636629.312385320663452,0.00349,0.00016,0.00031,0.00028,0.00071,0.00148,0.00643
1403636629.362329244613647,0.00269,0.00010,0.00019,0.00025,0.00038,0.00130,0.00491
1403636629.412313699722290,0.00273,0.00014,0.00009,0.00015,0.00025,0.00138,0.00474
1403636629.462303876876831,0.00321,0.00014,0.00045,0.00008,0.00074,0.00144,0.00607
1403636629.512243032455444,0.00310,0.00012,0.00036,0.00012,0.00407,0.00138,0.00915
1403636629.562285661697388,0.00249,0.00013,0.00033,0.00017,0.00063,0.00134,0.00509
1403636629.612366199493408,0.00252,0.00012,0.00018,0.00020,0.00210,0.00127,0.00640
1403636629.662482023239136,0.00316,0.00013,0.00031,0.00018,0.00126,0.00133,0.00636
1403636629.712503194808960,0.00267,0.00010,0.00032,0.00021,0.00033,0.00125,0.00488
1403636629.762488603591919,0.00263,0.00011,0.00084,0.00018,0.00038,0.00136,0.00550
1403636629.812500953674316,0.00320,0.00013,0.00044,0.00018,0.00011,0.00155,0.00561
1403636629.862468242645264,0.00267,0.00011,0.00032,0.00018,0.00023,0.00134,0.00487
1403636629.912743330001831,0.00264,0.00011,0.00019,0.00019,0.00400,0.00122,0.00835
1403636629.962751388549805,0.00344,0.00013,0.00033,0.00058,0.00121,0.00136,0.00705
1403636630.012734889984131,0.00274,0.00012,0.00038,0.00062,0.00075,0.00150,0.00611
1403636630.062683820724487,0.00359,0.00013,0.00127,0.00066,0.00068,0.00137,0.00770
1403636630.112711429595947,0.00262,0.00013,0.00104,0.00064,0.00115,0.00132,0.00690
1403636630.162631273269653,0.00313,0.00014,0.00025,0.00083,0.00000,0.00134,0.00569
1403636630.212620973587036,0.00336,0.00013,0.00034,0.00080,0.00226,0.00133,0.00823
1403636630.262610435485840,0.00245,0.00011,0.00042,0.00078,0.00115,0.00132,0.00623
1403636630.312657356262207,0.00236,0.00014,0.00064,0.00100,0.00000,0.00137,0.00550
1403636630.362653493881226,0.00235,0.00014,0.00004,0.00095,0.00140,0.00138,0.00625
1403636630.412652492523193,0.00224,0.00012,0.00007,0.00100,0.00003,0.00136,0.00483
1403636630.462671041488647,0.00330,0.00014,0.00018,0.00102,0.00019,0.00136,0.00619
1403636630.512657880783081,0.00251,0.00013,0.00010,0.00088,0.00165,0.00124,0.00652
1403636630.562659025192261,0.00224,0.00010,0.00015,0.00072,0.00019,0.00126,0.00467
1403636630.612665891647339,0.00238,0.00016,0.00025,0.00060,0.00002,0.00131,0.00473
1403636630.662704944610596,0.00228,0.00015,0.00023,0.00053,0.00027,0.00137,0.00484
1403636630.712735176086426,0.00312,0.00010,0.00008,0.00054,0.00048,0.00130,0.00563
1403636630.762781858444214,0.00271,0.00016,0.00004,0.00058,0.00163,0.00145,0.00657
1403636630.812861680984497,0.00240,0.00013,0.00027,0.00060,0.00155,0.00137,0.00632
1403636630.862879753112793,0.00333,0.00012,0.00018,0.00075,0.00010,0.00125,0.00572
1403636630.912903785705566,0.00244,0.00010,0.00029,0.00073,0.00002,0.00130,0.00489
1403636630.962891817092896,0.00252,0.00012,0.00019,0.00075,0.00138,0.00136,0.00632
1403636631.012899637222290,0.00289,0.00012,0.00017,0.00091,0.00087,0.00142,0.00639
1403636631.062875509262085,0.00236,0.00011,0.00021,0.00092,0.00082,0.00133,0.00575
1403636631.112871885299683,0.00230,0.00010,0.00011,0.00116,0.00273,0.00128,0.00769
1403636631.162863492965698,0.00252,0.00012,0.00001,0.00159,0.00077,0.00130,0.00631
1403636631.212866783142090,0.00345,0.00013,0.00006,0.00157,0.00040,0.00146,0.00707
1403636631.262874841690063,0.00268,0.00014,0.00012,0.00155,0.00408,0.00138,0.00995
1403636631.312873125076294,0.00244,0.00015,0.00013,0.00218,0.00096,0.00130,0.00715
1403636631.362889289855957,0.00250,0.00015,0.00012,0.00235,0.00269,0.00148,0.00929
1403636631.412889957427979,0.00338,0.00023,0.00036,0.00243,0.00157,0.00134,0.00931
1403636631.462888717651367,0.00257,0.00015,0.00011,0.00264,0.00012,0.00131,0.00690
1403636631.512883424758911,0.00374,0.00014,0.00009,0.00246,0.00088,0.00142,0.00873
1403636631.562879085540771,0.00246,0.00014,0.00005,0.00263,0.00095,0.00139,0.00761
1403636631.612882614135742,0.00329,0.00016,0.00005,0.00272,0.00014,0.00141,0.00778
1403636631.662892103195190,0.00229,0.00014,0.00001,0.00267,0.00019,0.00134,0.00663
1403636631.712893724441528,0.00240,0.00013,0.00001,0.00252,0.00028,0.00131,0.00665
1403636631.762929916381836,0.00230,0.00015,0.00007,0.00239,0.01229,0.00126,0.01847
1403636631.812921524047852,0.00222,0.00018,0.00007,0.00400,0.00003,0.00132,0.00782
1403636631.862956285476685,0.00264,0.00016,0.00128,0.00372,0.00008,0.00139,0.00926
1403636631.912968158721924,0.00250,0.00013,0.00013,0.00367,0.00036,0.00149,0.00828
1403636631.963018178939819,0.00271,0.00014,0.00003,0.00358,0.00010,0.00133,0.00790
1403636632.012994289398193,0.00215,0.00013,0.00040,0.00338,0.00021,0.00124,0.00750
1403636632.062974691390991,0.00243,0.00015,0.00001,0.00340,0.00011,0.00133,0.00744
1403636632.113016605377197,0.00259,0.00018,0.00009,0.00363,0.00114,0.00131,0.00895
1403636632.162980794906616,0.00285,0.00017,0.00007,0.00335,0.00005,0.00138,0.00787
1403636632.213006973266602,0.00248,0.00014,0.00003,0.00320,0.00016,0.00145,0.00746
1403636632.263037443161011,0.00298,0.00016,0.00001,0.00317,0.00019,0.00142,0.00792
1403636632.313100576400757,0.00249,0.00019,0.00017,0.00327,0.00025,0.00168,0.00805
1403636632.363184452056885,0.00228,0.00016,0.00010,0.00325,0.00000,0.00132,0.00711
1403636632.413250446319580,0.00223,0.00014,0.00001,0.00291,0.00095,0.00124,0.00749
1403636632.463354110717773,0.00233,0.00015,0.00010,0.00312,0.00110,0.00132,0.00813
1403636632.513518333435059,0.00226,0.00014,0.00005,0.00323,0.00031,0.00138,0.00737
1403636632.563649415969849,0.00254,0.00014,0.00005,0.00333,0.00010,0.00151,0.00767
1403636632.613754749298096,0.00285,0.00013,0.00023,0.00316,0.00121,0.00133,0.00891
1403636632.663829803466797,0.00280,0.00015,0.00010,0.00336,0.00010,0.00144,0.00795
1403636632.713900566101074,0.00264,0.00012,0.00006,0.00318,0.00436,0.00128,0.01163
1403636632.763963460922241,0.00273,0.00014,0.00008,0.00385,0.00004,0.00156,0.00839
1403636632.814015626907349,0.00244,0.00016,0.00015,0.00350,0.00007,0.00125,0.00757
1403636632.864024639129639,0.00263,0.00014,0.00014,0.00343,0.00019,0.00131,0.00785
1403636632.914022445678711,0.00271,0.00021,0.00016,0.00350,0.00022,0.00131,0.00812
1403636632.964021921157837,0.00301,0.00016,0.00007,0.00323,0.00000,0.00130,0.00779
1403636633.014013290405273,0.00273,0.00016,0.00008,0.00292,0.00000,0.00160,0.00749
1403636633.063997745513916,0.00322,0.00013,0.00013,0.00282,0.00013,0.00130,0.00772
1403636633.113965988159180,0.00268,0.00015,0.00002,0.00291,0.00104,0.00141,0.00820
1403636633.163954496383667,0.00305,0.00025,0.00013,0.00291,0.00013,0.00122,0.00769
1403636633.213976621627808,0.00229,0.00013,0.00012,0.00289,0.00038,0.00125,0.00706
1403636633.264011383056641,0.00267,0.00015,0.00010,0.00264,0.00010,0.00140,0.00705
1403636633.314089775085449,0.00301,0.00015,0.00006,0.00273,0.00220,0.00133,0.00948
1403636633.364170551300049,0.00276,0.00015,0.00006,0.00282,0.00015,0.00140,0.00734
1403636633.414191961288452,0.00373,0.00017,0.00006,0.00282,0.00362,0.00135,0.01176
1403636633.464193582534790,0.00285,0.00015,0.00011,0.00340,0.00236,0.00128,0.01015
1403636633.514284133911133,0.00230,0.00012,0.00312,0.00351,0.00314,0.00132,0.01351
1403636633.564310789108276,0.00249,0.00014,0.00001,0.00436,0.00000,0.00133,0.00832
1403636633.614286661148071,0.00345,0.00021,0.00009,0.00439,0.00000,0.00137,0.00952
1403636633.664285898208618,0.00249,0.00013,0.00025,0.00419,0.00010,0.00134,0.00851
1403636633.714263916015625,0.00234,0.00017,0.00002,0.00417,0.00014,0.00128,0.00811
1403636633.764251232147217,0.00257,0.00015,0.00006,0.00426,0.00075,0.00128,0.00907
1403636633.814239263534546,0.00256,0.00015,0.00035,0.00458,0.00016,0.00133,0.00913
1403636633.864209890365601,0.00268,0.00016,0.00013,0.00448,0.00064,0.00179,0.00988
1403636633.914166688919067,0.00257,0.00015,0.00001,0.00429,0.00106,0.00135,0.00943
1403636633.964117050170898,0.00305,0.00018,0.00010,0.00375,0.00007,0.00150,0.00864
1403636634.014075517654419,0.00344,0.00017,0.00438,0.00318,0.00307,0.00130,0.01554
1403636634.064094781875610,0.00253,0.00016,0.00067,0.00308,0.00024,0.00127,0.00795
1403636634.114126682281494,0.00246,0.00013,0.00121,0.00273,0.00228,0.00128,0.01009
1403636634.164155244827271,0.00327,0.00016,0.00032,0.00257,0.00014,0.00135,0.00782
1403636634.214210510253906,0.00278,0.00016,0.00028,0.00204,0.00024,0.00132,0.00681
1403636634.264252424240112,0.00335,0.00016,0.00045,0.00259,0.00063,0.00129,0.00848
1403636634.314251422882080,0.00398,0.00015,0.00027,0.00249,0.00033,0.00143,0.00865
1403636634.364236831665039,0.00257,0.00015,0.00051,0.00254,0.00090,0.00135,0.00803
1403636634.414217472076416,0.00254,0.00017,0.00016,0.00252,0.00330,0.00123,0.00992
1403636634.464214086532593,0.00314,0.00022,0.00076,0.00275,0.00053,0.00129,0.00868
1403636634.514265775680542,0.00250,0.00016,0.00041,0.00284,0.00088,0.00127,0.00806
1403636634.564310789108276,0.00300,0.00016,0.00141,0.00270,0.00105,0.00133,0.00966
1403636634.614403963088989,0.00227,0.00012,0.00058,0.00270,0.00373,0.00152,0.01092
1403636634.664504528045654,0.00305,0.00028,0.00062,0.00311,0.00138,0.00136,0.00979
1403636634.714696407318115,0.00247,0.00016,0.00006,0.00262,0.00572,0.00140,0.01244
1403636634.764777421951294,0.00239,0.00018,0.00013,0.00319,0.00015,0.00124,0.00729
1403636634.814823865890503,0.00251,0.00015,0.00014,0.00300,0.00029,0.00132,0.00740
1403636634.864850282669067,0.00246,0.00016,0.00011,0.00302,0.00035,0.00128,0.00737
1403636634.914840936660767,0.00261,0.00013,0.00007,0.00308,0.00015,0.00131,0.00736
1403636634.964837312698364,0.00236,0.00015,0.00023,0.00317,0.00097,0.00130,0.00818
1403636635.014804840087891,0.00268,0.00017,0.00012,0.00309,0.00176,0.00133,0.00915
1403636635.064780712127686,0.00279,0.00015,0.00018,0.00344,0.00130,0.00127,0.00913
1403636635.114772558212280,0.00269,0.00014,0.00001,0.00326,0.00589,0.00121,0.01321
1403636635.164774179458618,0.00252,0.00015,0.00010,0.00388,0.00000,0.00123,0.00789
1403636635.214762687683105,0.00236,0.00016,0.00202,0.00352,0.00432,0.00135,0.01373
1403636635.264761447906494,0.00236,0.00016,0.00008,0.00488,0.00000,0.00130,0.00878
1403636635.314761638641357,0.00225,0.00015,0.00009,0.00412,0.00037,0.00124,0.00821
1403636635.364741086959839,0.00329,0.00015,0.00005,0.00417,0.00020,0.00125,0.00911
1403636635.414735555648804,0.00226,0.00016,0.00010,0.00402,0.00149,0.00133,0.00936
1403636635.464713573455811,0.00241,0.00016,0.00005,0.00438,0.00025,0.00145,0.00872
1403636635.514708995819092,0.00249,0.00017,0.00013,0.00407,0.00120,0.00125,0.00930
1403636635.564685106277466,0.00320,0.00019,0.00014,0.00398,0.00411,0.00147,0.01308
1403636635.614689350128174,0.00271,0.00015,0.00049,0.00418,0.00011,0.00120,0.00885
1403636635.664695262908936,0.00254,0.00017,0.00050,0.00333,0.00028,0.00130,0.00812
1403636635.714715480804443,0.00293,0.00017,0.00032,0.00224,0.00314,0.00135,0.01014
1403636635.764748573303223,0.00279,0.00017,0.00016,0.00200,0.00019,0.00126,0.00657
1403636635.814795732498169,0.00269,0.00017,0.00028,0.00146,0.00242,0.00136,0.00839
1403636635.864717721939087,0.00310,0.00015,0.00047,0.00195,0.00042,0.00130,0.00740
1403636635.914568662643433,0.00270,0.00015,0.00032,0.00199,0.00462,0.00130,0.01107
1403636635.964473962783813,0.00279,0.00013,0.00021,0.00294,0.00021,0.00121,0.00751
1403636636.014432907104492,0.00253,0.00013,0.00044,0.00232,0.00014,0.00134,0.00691
1403636636.064403772354126,0.00243,0.00013,0.00056,0.00215,0.00070,0.00120,0.00718
1403636636.114429950714111,0.00286,0.00021,0.00061,0.00244,0.00032,0.00124,0.00767
1403636636.164445877075195,0.00245,0.00014,0.00038,0.00221,0.00187,0.00129,0.00834
1403636636.214494705200195,0.00256,0.00014,0.00026,0.00190,0.00312,0.00147,0.00945
1403636636.264531373977661,0.00293,0.00015,0.00020,0.00195,0.00100,0.00134,0.00756
1403636636.314520359039307,0.00241,0.00015,0.00055,0.00190,0.00289,0.00117,0.00907
1403636636.364567756652832,0.00307,0.00016,0.00118,0.00175,0.00035,0.00129,0.00781
1403636636.414563894271851,0.00322,0.00023,0.00041,0.00177,0.00310,0.00115,0.00988
1403636636.464523077011108,0.00290,0.00013,0.00040,0.00160,0.00051,0.00127,0.00682
1403636636.514489173889160,0.00254,0.00014,0.00025,0.00159,0.00097,0.00125,0.00673
1403636636.564451456069946,0.00260,0.00016,0.00007,0.00177,0.00098,0.00126,0.00684
1403636636.614407777786255,0.00322,0.00015,0.00045,0.00168,0.00001,0.00129,0.00680
1403636636.664357900619507,0.00281,0.00015,0.00024,0.00156,0.00135,0.00157,0.00767
1403636636.714323997497559,0.00224,0.00016,0.00041,0.00153,0.00028,0.00119,0.00581
1403636636.764276742935181,0.00224,0.00013,0.00004,0.00203,0.00028,0.00128,0.00600
1403636636.814183235168457,0.00265,0.00014,0.00021,0.00158,0.00415,0.00141,0.01016
1403636636.864133596420288,0.00272,0.00015,0.00016,0.00161,0.00053,0.00125,0.00641
1403636636.914046525955200,0.00251,0.00015,0.00050,0.00176,0.00284,0.00140,0.00917
1403636636.964022397994995,0.00246,0.00015,0.00018,0.00212,0.00024,0.00126,0.00642
1403636637.014007329940796,0.00212,0.00012,0.00004,0.00204,0.00234,0.00136,0.00802
1403636637.064020872116089,0.00253,0.00015,0.00009,0.00201,0.00093,0.00132,0.00703
1403636637.114017963409424,0.00242,0.00015,0.00068,0.00208,0.00003,0.00128,0.00665
1403636637.164026498794556,0.00205,0.00013,0.00007,0.00201,0.00183,0.00117,0.00725
1403636637.214030504226685,0.00258,0.00016,0.00002,0.00248,0.00354,0.00146,0.01023
1403636637.264028310775757,0.00231,0.00015,0.00005,0.00236,0.00006,0.00124,0.00617
1403636637.314037799835205,0.00222,0.00013,0.00001,0.00233,0.00012,0.00127,0.00609
1403636637.364026069641113,0.00236,0.00014,0.00058,0.00216,0.00084,0.00130,0.00739
1403636637.414011478424072,0.00299,0.00016,0.00007,0.00235,0.00536,0.00136,0.01228
1403636637.463992357254028,0.00253,0.00016,0.00009,0.00262,0.00002,0.00138,0.00682
1403636637.513940095901489,0.00248,0.00017,0.00012,0.00246,0.00288,0.00130,0.00942
1403636637.563931703567505,0.00225,0.00015,0.00021,0.00273,0.00258,0.00127,0.00919
1403636637.613918304443359,0.00234,0.00020,0.00040,0.00331,0.00068,0.00128,0.00821
1403636637.663896799087524,0.00235,0.00011,0.00007,0.00271,0.00025,0.00128,0.00678
1403636637.713875293731689,0.00246,0.00015,0.00031,0.00282,0.00003,0.00134,0.00712
1403636637.763866662979126,0.00256,0.00018,0.00016,0.00288,0.00155,0.00131,0.00864
1403636637.813865184783936,0.00244,0.00017,0.00024,0.00277,0.00044,0.00122,0.00728
1403636637.863864660263062,0.00364,0.00015,0.00037,0.00235,0.00006,0.00128,0.00785
1403636637.913855552673340,0.00281,0.00014,0.00006,0.00233,0.00036,0.00127,0.00696
1403636637.963842630386353,0.00218,0.00012,0.00008,0.00258,0.00545,0.00118,0.01159
1403636638.013845682144165,0.00235,0.00015,0.00016,0.00301,0.00028,0.00125,0.00722
1403636638.063851594924927,0.00228,0.00014,0.00040,0.00294,0.00028,0.00125,0.00729
1403636638.113832950592041,0.00225,0.00014,0.00008,0.00285,0.00013,0.00129,0.00673
1403636638.163837909698486,0.00243,0.00015,0.00006,0.00288,0.00112,0.00136,0.00800
1403636638.213861227035522,0.00262,0.00015,0.00026,0.00290,0.00065,0.00128,0.00786
1403636638.263859748840332,0.00241,0.00016,0.00003,0.00315,0.00013,0.00129,0.00717
1403636638.313896417617798,0.00307,0.00015,0.00017,0.00308,0.00003,0.00134,0.00785
1403636638.363936901092529,0.00263,0.00015,0.00013,0.00296,0.00183,0.00126,0.00896
1403636638.413959503173828,0.00279,0.00015,0.00006,0.00315,0.00040,0.00147,0.00802
1403636638.463974475860596,0.00240,0.00013,0.00007,0.00296,0.00238,0.00125,0.00919
1403636638.513972997665405,0.00293,0.00016,0.00007,0.00313,0.00024,0.00139,0.00792
1403636638.563982248306274,0.00261,0.00015,0.00019,0.00325,0.00107,0.00122,0.00850
1403636638.614005088806152,0.00302,0.00021,0.00022,0.00355,0.00008,0.00136,0.00845
1403636638.664032936096191,0.00250,0.00016,0.00040,0.00302,0.00050,0.00131,0.00789
1403636638.714040517807007,0.00243,0.00015,0.00057,0.00291,0.00056,0.00128,0.00789
1403636638.764041900634766,0.00211,0.00015,0.00080,0.00290,0.00199,0.00128,0.00922
1403636638.814004898071289,0.00324,0.00016,0.00084,0.00325,0.00120,0.00128,0.00997
1403636638.863984107971191,0.00250,0.00016,0.00120,0.00277,0.00299,0.00131,0.01092
1403636638.913966655731201,0.00257,0.00018,0.00009,0.00278,0.00001,0.00130,0.00693
1403636638.963957309722900,0.00257,0.00018,0.00016,0.00258,0.00244,0.00132,0.00925
1403636639.013959646224976,0.00276,0.00017,0.00017,0.00276,0.00066,0.00138,0.00790
1403636639.063954591751099,0.00242,0.00015,0.00009,0.00291,0.00234,0.00133,0.00924
1403636639.113966226577759,0.00246,0.00016,0.00041,0.00304,0.00011,0.00123,0.00742
1403636639.163979768753052,0.00238,0.00018,0.00030,0.00308,0.00001,0.00133,0.00728
1403636639.213991403579712,0.00249,0.00016,0.00019,0.00297,0.00016,0.00133,0.00729
1403636639.264002084732056,0.00314,0.00016,0.00010,0.00292,0.00000,0.00174,0.00806
1403636639.314007997512817,0.00261,0.00013,0.00004,0.00261,0.00008,0.00125,0.00673
1403636639.363995075225830,0.00244,0.00013,0.00093,0.00244,0.00352,0.00134,0.01080
1403636639.413967132568359,0.00345,0.00025,0.00032,0.00291,0.00102,0.00164,0.00959
1403636639.463954687118530,0.00251,0.00015,0.00004,0.00275,0.00203,0.00134,0.00881
1403636639.513932704925537,0.00251,0.00015,0.00039,0.00307,0.00047,0.00126,0.00785
1403636639.563893795013428,0.00250,0.00014,0.00051,0.00293,0.00138,0.00128,0.00875
1403636639.613879203796387,0.00269,0.00023,0.00022,0.00293,0.00100,0.00132,0.00839
1403636639.663877725601196,0.00274,0.00016,0.00062,0.00274,0.00041,0.00116,0.00782
1403636639.713881731033325,0.00317,0.00015,0.00047,0.00286,0.00121,0.00130,0.00916
